PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
Audyn ATC/0.47/630,"Audyn ATC/0.47/630 | 0,47 µF | 2% | 630 V",0.47,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-47-630.html,68.97
Jantzen Audio 001-0222,"Jantzen Audio 001-0222 | 0,51 µF | 5% | 400 V",0.51,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0222.html,1.23
Jantzen Audio 001-0224,"Jantzen Audio 001-0224 | 0,56 µF | 5% | 400 V",0.56,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0224.html,1.23
Audyn Q4/056/400,"Audyn Q4/056/400 | 0,56 µF | 5% | 400 V",0.56,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-056-400.html,2.85
Audyn Q6/056/600,"Audyn Q6/056/600 | 0,56 µF | 5% | 600 V",0.56,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-056-600.html,2.85
Audyn MKTA/0.56/100,"Audyn MKTA/0.56/100 | 0,56 µF | 5% | 100 V",0.56,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-56-100.html,3.68
Audyn KPQS/056/400,"Audyn KPQS/056/400 | 0,56 µF | 5% | 400 V",0.56,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-056-400.html,3.84
Audyn KPQS/056/630,"Audyn KPQS/056/630 | 0,56 µF | 5% | 630 V",0.56,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-056-630.html,4.09
Audyn PLUS/0.56/08,"Audyn PLUS/0.56/08 | 0,56 µF | 2% | 800 V",0.56,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-56-08.html,9.05
"Mundorf ME-0,56T3.450","Mundorf ME-0,56T3.450 | 0,56 µF | 3% | 450 V",0.56,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-056t3450.html,11.53
Jantzen Audio 001-0522,"Jantzen Audio 001-0522 | 0,56 µF | 2% | 800 V",0.56,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0522.html,11.53
Jantzen Audio 001-0622,"Jantzen Audio 001-0622 | 0,56 µF | 2% | 800 V",0.56,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0622.html,18.14
Audyn KPSN/056/250,"Audyn KPSN/056/250 | 0,56 µF | 2% | 250 V",0.56,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-056-250.html,23.1
Jantzen Audio 001-7014,"Jantzen Audio 001-7014 | 0,56 µF | 3% | 100 V",0.56,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7014.html,27.64
Audyn REF/0.56/600,"Audyn REF/0.56/600 | 0,56 µF | 2% | 600 V",0.56,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-56-600.html,33.02
Audyn KPSN/056/630,"Audyn KPSN/056/630 | 0,56 µF | 5% | 630 V",0.56,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-056-630.html,37.15
Audyn ATC/0.56/630,"Audyn ATC/0.56/630 | 0,56 µF | 2% | 630 V",0.56,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-56-630.html,70.25
Dayton Audio DMPC-0.68,"Dayton Audio DMPC-0.68 | 0,68 µF | 5% | 250 V",0.68,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-068.html,1.03
Jantzen Audio 001-0226,"Jantzen Audio 001-0226 | 0,68 µF | 5% | 400 V",0.68,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0226.html,1.23
Audyn Q6/068/600,"Audyn Q6/068/600 | 0,68 µF | 5% | 600 V",0.68,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-068-600.html,2.85
Audyn Q4/068/400,"Audyn Q4/068/400 | 0,68 µF | 5% | 400 V",0.68,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-068-400.html,2.85
Audyn KPQS/068/400,"Audyn KPQS/068/400 | 0,68 µF | 5% | 400 V",0.68,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-068-400.html,3.84
Audyn MKTA/0.68/100,"Audyn MKTA/0.68/100 | 0,68 µF | 5% | 100 V",0.68,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-68-100.html,4.09
Audyn KPQS/068/630,"Audyn KPQS/068/630 | 0,68 µF | 5% | 630 V",0.68,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-068-630.html,4.09
ClarityCap PX,"ClarityCap PX | 0,68 µF | 5% | 250 V",0.68,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px0u68j250vdc.html,4.12
ClarityCap ESA,"ClarityCap ESA | 0,68 µF | 3% | 250 V",0.68,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa680nh250vdc.html,5.33
"Mundorf MCAP630-0,68","Mundorf MCAP630-0,68 | 0,68 µF | 3% | 630 V",0.68,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-068.html,5.74
Audyn PLUS/0.68/08,"Audyn PLUS/0.68/08 | 0,68 µF | 2% | 800 V",0.68,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-68-08.html,9.05
"Mundorf ME-0,68T3.450","Mundorf ME-0,68T3.450 | 0,68 µF | 3% | 450 V",0.68,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-068t3450.html,11.53
Jantzen Audio 001-0526,"Jantzen Audio 001-0526 | 0,68 µF | 2% | 800 V",0.68,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0526.html,11.94
"Mundorf MEO-0,68T3.450","Mundorf MEO-0,68T3.450 | 0,68 µF | 3% | 450 V | Oil",0.68,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo068t3450.html,13.18
"Mundorf SUP8-0,68","Mundorf SUP8-0,68 | 0,68 µF | 2% | 600 V",0.68,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-068.html,17.31
Jantzen Audio 001-0626,"Jantzen Audio 001-0626 | 0,68 µF | 2% | 800 V",0.68,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0626.html,18.55
Audyn KPSN/068/250,"Audyn KPSN/068/250 | 0,68 µF | 2% | 250 V",0.68,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-068-250.html,24.75
"Mundorf MESGO-0,68T3.450","Mundorf MESGO-0,68T3.450 | 0,68 µF | 3% | 450 V",0.68,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-068t3450.html,26.41
Jantzen Audio 001-7016,"Jantzen Audio 001-7016 | 0,68 µF | 3% | 100 V",0.68,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7016.html,29.3
ClarityCap MR,"ClarityCap MR | 0,68 µF | 3% | 400 V",0.68,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr680nh400vdc.html,30.12
Audyn KPSN/068/630,"Audyn KPSN/068/630 | 0,68 µF | 5% | 630 V",0.68,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-068-630.html,35.5
Audyn REF/0.68/600,"Audyn REF/0.68/600 | 0,68 µF | 2% | 600 V",0.68,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-68-600.html,36.32
Audyn FFC0680,"Audyn FFC0680 | 0,68 µF | 10% | 400 V",0.68,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0680.html,51.61
"Mundorf SESG-0,68T2.1000","Mundorf SESG-0,68T2.1000 | 0,68 µF | 2% | 1000 V",0.68,2.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-068t21000.html,66.07
Audyn ATC/0.68/630,"Audyn ATC/0.68/630 | 0,68 µF | 2% | 630 V",0.68,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-68-630.html,72.11
Jantzen Audio 001-0228,"Jantzen Audio 001-0228 | 0,82 µF | 5% | 400 V",0.82,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0228.html,1.23
Audyn Q4/082/400,"Audyn Q4/082/400 | 0,82 µF | 5% | 400 V",0.82,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-082-400.html,2.85
Audyn Q6/082/600,"Audyn Q6/082/600 | 0,82 µF | 5% | 600 V",0.82,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-082-600.html,2.85
Audyn KPQS/082/400,"Audyn KPQS/082/400 | 0,82 µF | 5% | 400 V",0.82,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-082-400.html,3.84
Audyn KPQS/082/630,"Audyn KPQS/082/630 | 0,82 µF | 5% | 630 V",0.82,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-082-630.html,4.09
Audyn MKTA/0.82/100,"Audyn MKTA/0.82/100 | 0,82 µF | 5% | 100 V",0.82,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-82-100.html,4.09
Audyn PLUS/0.82/08,"Audyn PLUS/0.82/08 | 0,82 µF | 2% | 800 V",0.82,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-82-08.html,9.46
"Mundorf ME-0,82T3.450","Mundorf ME-0,82T3.450 | 0,82 µF | 3% | 450 V",0.82,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-082t3450.html,11.53
Jantzen Audio 001-0530,"Jantzen Audio 001-0530 | 0,82 µF | 2% | 800 V",0.82,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0530.html,11.94
Jantzen Audio 001-0630,"Jantzen Audio 001-0630 | 0,82 µF | 2% | 800 V",0.82,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0630.html,18.97
Audyn KPSN/082/250,"Audyn KPSN/082/250 | 0,82 µF | 2% | 250 V",0.82,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-082-250.html,27.23
ClarityCap MR,"ClarityCap MR | 0,82 µF | 3% | 400 V",0.82,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr820nh400vdc.html,30.12
Jantzen Audio 001-7018,"Jantzen Audio 001-7018 | 0,82 µF | 3% | 100 V",0.82,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7018.html,30.95
Audyn REF/0.82/600,"Audyn REF/0.82/600 | 0,82 µF | 2% | 600 V",0.82,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-82-600.html,37.98
Audyn KPSN/082/630,"Audyn KPSN/082/630 | 0,82 µF | 5% | 630 V",0.82,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-082-630.html,42.93
Audyn ATC/0.82/630,"Audyn ATC/0.82/630 | 0,82 µF | 2% | 630 V",0.82,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-82-630.html,73.1
Jantzen Audio 001-6005,"Jantzen Audio 001-6005 | 1,0 µF | 10% | 100 V",1.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6005.html,0.82
Audyn Q2/1.00/250,"Audyn Q2/1.00/250 | 1,0 µF | 5% | 250 V",1.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-1-00-250.html,0.82
Dayton Audio DMPC-1.0,"Dayton Audio DMPC-1.0 | 1,0 µF | 5% | 250 V",1.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-1-0.html,1.2
Jantzen Audio 001-0230,"Jantzen Audio 001-0230 | 1,00 µF | 5% | 400 V",1.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0230.html,1.23
Jantzen Audio 001-6105,"Jantzen Audio 001-6105 | 1,0 µF | 5% | 100 V",1.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6105.html,1.23
Audyn MKTA/1.0/250,"Audyn MKTA/1.0/250  | 1,0 µF | 5% | 250 V",1.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-0-250.html,1.23
Audyn MKTA/1.0/160,"Audyn MKTA/1.0/160 | 1,0 µF | 5% | 160 V",1.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-0-160.html,1.23
Audyn ERA/1.0/100,"Audyn ERA/1.0/100 | 1,0 µF | 10% | 100 V",1.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-1-0-100.html,1.23
Audyn EGL/1.0/50/5,"Audyn EGL/1.0/50/5 | 1,0 µF | 5% | 50 V",1.0,5.0,50.0,Film Capacitor,https://www.soundimports.eu/en/audyn-egl-1-0-50-5.html,1.23
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 1,0 µF | 10% | 100V",1.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-320.html,1.64
Jantzen Audio 001-8000,"Jantzen Audio 001-8000 | 1,00 µF | 5% | 160 V",1.0,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8000.html,1.64
Dayton Audio PMPC-1.0,"Dayton Audio PMPC-1.0 | 1,0 µF | 1% | 250 V",1.0,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-1-0.html,1.94
Jantzen Audio 001-0410,"Jantzen Audio 001-0410 | 1,00 µF | 5% | 400 V",1.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0410.html,2.44
Intertechnik ELCA/1.0/AX,"Intertechnik ELCA/1.0/AX | 1,0 µF | 10% | 100 V",1.0,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-1-0-ax.html,2.69
Audyn Q4/1.0/400,"Audyn Q4/1.0/400 | 1,0 µF | 5% | 400 V",1.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-1-0-400.html,2.85
"Audyn Q6/1,0/600","Audyn Q6/1,0/600 | 1,0 µF | 5% | 600 V",1.0,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-1-0-600.html,3.51
Audyn KPQS/1.0/400,"Audyn KPQS/1.0/400 | 1,0 µF | 5% | 400 V",1.0,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-1-0-400.html,4.09
Audyn KPQS/1.0/630,"Audyn KPQS/1.0/630 | 1,0 µF | 5% | 630 V",1.0,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-1-0-630.html,4.09
Audyn MKTA/1.00/100,"Audyn MKTA/1.00/100 | 1,0 µF | 5% | 100 V",1.0,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-00-100.html,4.09
ClarityCap PX,"ClarityCap PX | 1,00 µF | 5% | 250 V",1.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px1uj250vdc.html,4.12
ClarityCap ESA,"ClarityCap ESA | 1,00 µF | 3% | 250 V",1.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa1uh250vdc.html,5.17
"Mundorf MCAP250-1,00","Mundorf MCAP250-1,00 | 1,00 µF | 5% | 250 V",1.0,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-1-00.html,5.74
"Mundorf MCAP400-1,00","Mundorf MCAP400-1,00 | 1,00 µF | 3% | 400 V",1.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-1-00.html,5.74
"Mundorf MCAP630-1,00","Mundorf MCAP630-1,00 | 1,00 µF | 3% | 630 V",1.0,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-100.html,6.16
Audyn PLUS/1.00/08,"Audyn PLUS/1.00/08 | 1,0 µF | 2% | 800 V",1.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-1-00-08.html,10.12
"Mundorf ME-1,00T3.450","Mundorf ME-1,00T3.450 | 1,00 µF | 3% | 450 V",1.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-100t3450.html,11.53
Jantzen Audio 001-0534,"Jantzen Audio 001-0534 | 1,00 µF | 2% | 800 V",1.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0534.html,12.36
"Mundorf MEO-1,00T3.450","Mundorf MEO-1,00T3.450 | 1,00 µF | 3% | 450 V | Oil",1.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo100t3450.html,13.18
"Mundorf SUP8-1,00","Mundorf SUP8-1,00 | 1,00 µF | 2% | 600 V",1.0,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-100.html,18.14
Jantzen Audio 001-0634,"Jantzen Audio 001-0634 | 1,00 µF | 2% | 800 V",1.0,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0634.html,18.97
Audyn KPSN/1.00/160,"Audyn KPSN/1.00/160 | 1,0 µF | 2% | 160 V",1.0,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-00-160.html,20.21
ClarityCap PUR1u0H250Vdc,"ClarityCap PUR1u0H250Vdc | 1,00 µF | 3% | 250 V",1.0,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-pur1u0h250vdc.html,21.86
"Mundorf MESGO-1,0T3.450","Mundorf MESGO-1,0T3.450 | 1 µF | 3% | 450 V",1.0,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-10t3450.html,28.06
ClarityCap MR,"ClarityCap MR | 1,00 µF | 3% | 400 V",1.0,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr1uh400vdc.html,30.12
Audyn KPSN/1.0/250,"Audyn KPSN/1.0/250 | 1,0 µF | 2% | 250 V",1.0,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-0-250.html,30.12
Jantzen Audio 001-7022,"Jantzen Audio 001-7022 | 1,00 µF | 3% | 100 V",1.0,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7022.html,33.84
Jantzen Audio 001-7222,"Jantzen Audio 001-7222 | 1,0 µF | 5% | 200 V",1.0,5.0,200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7222.html,39.21
Audyn KPSN/1.0/630,"Audyn KPSN/1.0/630 | 1,0 µF | 5% | 630 V",1.0,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-0-630.html,44.59
Audyn REF/1.00/600,"Audyn REF/1.00/600 | 1,0 µF | 2% | 600 V",1.0,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-1-00-600.html,45.41
Audyn FFC1000,"Audyn FFC1000 | 1,0 µF | 10% | 400 V",1.0,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc1000.html,47.07
Audyn ATC/1.00/630,"Audyn ATC/1.00/630 | 1,0 µF | 2% | 630 V",1.0,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-1-00-630.html,82.6
Jantzen Audio 001-0232,"Jantzen Audio 001-0232 | 1,10 µF | 5% | 400 V",1.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0232.html,1.23
Jantzen Audio 001-0234,"Jantzen Audio 001-0234 | 1,20 µF | 5% | 400 V",1.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0234.html,1.23
Jantzen Audio 001-0411,"Jantzen Audio 001-0411 | 1,20 µF | 5% | 400 V",1.2,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0411.html,2.44
"Audyn Q6/1,2/600","Audyn Q6/1,2/600 | 1,2 µF | 5% | 600 V",1.2,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-1-2-600.html,3.51
Audyn MKTA/1.20/100,"Audyn MKTA/1.20/100 | 1,2 µF | 5% | 100 V",1.2,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-20-100.html,4.09
ClarityCap PX,"ClarityCap PX | 1,20 µF | 5% | 250 V",1.2,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px1u2j250vdc.html,4.12
ClarityCap ESA,"ClarityCap ESA | 1,20 µF | 3% | 250 V",1.2,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa1u2h250vdc.html,5.17
Audyn KPSN/1.20/160,"Audyn KPSN/1.20/160 | 1,2 µF | 2% | 160 V",1.2,2.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-20-160.html,16.49
ClarityCap MR,"ClarityCap MR | 1,20 µF | 3% | 400 V",1.2,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr1u2h400vdc.html,32.19
Audyn KPSN/1.2/250,"Audyn KPSN/1.2/250 | 1,2 µF | 2% | 250 V",1.2,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-2-250.html,32.19
Audyn KPSN/1.2/630,"Audyn KPSN/1.2/630 | 1,2 µF | 5% | 630 V",1.2,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-1-2-630.html,46.65
Audyn REF/1.20/600,"Audyn REF/1.20/600 | 1,2 µF | 2% | 600 V",1.2,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-1-20-600.html,53.26
Audyn ATC/1.20/630,"Audyn ATC/1.20/630 | 1,2 µF | 2% | 630 V",1.2,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-1-20-630.html,86.74
Jantzen Audio 001-6008,"Jantzen Audio 001-6008 | 1,5 µF | 10% | 100 V",1.5,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6008.html,0.82
Jantzen Audio 001-0236,"Jantzen Audio 001-0236 | 1,50 µF | 5% | 400 V",1.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0236.html,1.23
Audyn MKTA/1.5/160,"Audyn MKTA/1.5/160 | 1,5 µF | 5% | 160 V",1.5,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-5-160.html,1.23
Dayton Audio DMPC-1.5,"Dayton Audio DMPC-1.5 | 1,5 µF | 5% | 250 V",1.5,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-1-5.html,1.23
Jantzen Audio 001-6108,"Jantzen Audio 001-6108 | 1,5 µF | 5% | 100 V",1.5,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-6108.html,1.23
Audyn Q2/1.50/250,"Audyn Q2/1.50/250 | 1,5 µF | 5% | 250 V",1.5,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q2-1-50-250.html,1.23
Audyn ERA/1.5/100,"Audyn ERA/1.5/100 | 1,5 µF | 10% | 100 V",1.5,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-era-1-5-100.html,1.64
Jantzen Audio 001-8010,"Jantzen Audio 001-8010 | 1,50 µF | 5% | 160 V",1.5,5.0,160.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-8010.html,1.64
Audyn MKTA/1.5/250,"Audyn MKTA/1.5/250 | 1,5 µF | 5% | 250 V",1.5,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-5-250.html,1.64
Audyn Qtex4/1.50/400,"Audyn Qtex4/1.50/400 | 1,5 µF | 5% | 400 V",1.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-qtex4-1-50-400.html,2.02
Dayton Audio PMPC-1.5,"Dayton Audio PMPC-1.5 | 1,5 µF | 1% | 250 V",1.5,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-1-5.html,2.11
Jantzen Audio 001-0413,"Jantzen Audio 001-0413 | 1,50 µF | 5% | 400 V",1.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0413.html,2.44
Electrolytic Non-Polarized Cap,"Electrolytic Non-Polarized Cap | 1,5 µF | 10% | 100V",1.5,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/027-322.html,2.47
Audyn Q4/1.5/400,"Audyn Q4/1.5/400 | 1,5 µF | 5% | 400 V",1.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-1-5-400.html,3.26
Intertechnik ELCA/1.5/AX,"Intertechnik ELCA/1.5/AX | 1,5 µF | 10% | 100 V",1.5,10.0,100.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-elca-1-5-ax.html,3.26
"Audyn Q6/1,5/600","Audyn Q6/1,5/600 | 1,5 µF | 5% | 600 V",1.5,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-1-5-600.html,3.51
ClarityCap PX,"ClarityCap PX | 1,50 µF | 5% | 250 V",1.5,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px1u5j250vdc.html,4.12
Audyn KPQS/1.5/400,"Audyn KPQS/1.5/400 | 1,5 µF | 5% | 400 V",1.5,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-1-5-400.html,4.34
Audyn MKTA/1.50/100,"Audyn MKTA/1.50/100 | 1,5 µF | 5% | 100 V",1.5,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-1-50-100.html,4.34
Audyn KPQS/1.5/630,"Audyn KPQS/1.5/630 | 1,5 µF | 5% | 630 V",1.5,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-1-5-630.html,4.92
ClarityCap ESA,"ClarityCap ESA | 1,50 µF | 3% | 250 V",1.5,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa1u5h250vdc.html,5.33
"Mundorf MCAP250-1,50","Mundorf MCAP250-1,50 | 1,50 µF | 5% | 250 V",1.5,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap250-150.html,5.74
"Mundorf MCAP400-1,50","Mundorf MCAP400-1,50 | 1,50 µF | 3% | 400 V",1.5,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap400-150.html,5.74
"Mundorf MCAP630-1,50","Mundorf MCAP630-1,50 | 1,50 µF | 3% | 630 V",1.5,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-150.html,6.16
"Mundorf ME-1,50T3.450","Mundorf ME-1,50T3.450 | 1,50 µF | 3% | 450 V",1.5,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-150t3450.html,11.53
Audyn PLUS/1.50/08,"Audyn PLUS/1.50/08 | 1,5 µF | 2% | 800 V",1.5,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-1-50-08.html,11.78
"Mundorf MEO-1,50T3.450","Mundorf MEO-1,50T3.450 | 1,50 µF | 3% | 450 V | Oil",1.5,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo150t3450.html,13.18
